entry,at,order
"""Que @ GRZ2bZkObS"" folds",2025-02-18T09:12:58.124Z,173986997812400
"""Rock @ 8Pd-BqyAXj"" posts a straddle of 1.00",2025-02-18T09:12:50.697Z,173986997069713
"""Cal @ 3HPoJiXasc"" posts a big blind of 0.50",2025-02-18T09:12:50.697Z,173986997069712
"""danyo @ PzfvjptKMt"" posts a small blind of 0.25",2025-02-18T09:12:50.697Z,173986997069711
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (389.11) | #2 ""Cal @ 3HPoJiXasc"" (804.20) | #3 ""Rock @ 8Pd-BqyAXj"" (882.80) | #5 ""Que @ GRZ2bZkObS"" (503.38) | #6 ""Willy2 @ zUTu1IIkMQ"" (175.00) | #7 ""Eddy @ yNLyma14Bn"" (520.58) | #8 ""KY @ IWYeFfhEu_"" (212.26) | #9 ""jack @ Lo6f89i88q"" (292.30) | #10 ""jin @ Uk6-7jEsDG"" (170.37)",2025-02-18T09:12:50.697Z,173986997069701
"-- starting hand #105 (id: 1jsfdy7gmfat)  (No Limit Texas Hold'em) (dealer: ""jin @ Uk6-7jEsDG"") --",2025-02-18T09:12:50.697Z,173986997069700
"""Willy2 @ zUTu1IIkMQ"" shows a 10♦.",2025-02-18T09:12:46.576Z,173986996657600
"""Cal @ 3HPoJiXasc"" shows a 3♦.",2025-02-18T09:12:45.320Z,173986996532000
"-- ending hand #104 --",2025-02-18T09:12:43.333Z,173986996333302
"""Cal @ 3HPoJiXasc"" collected 26.50 from pot",2025-02-18T09:12:43.333Z,173986996333301
"Uncalled bet of 10.00 returned to ""Cal @ 3HPoJiXasc""",2025-02-18T09:12:43.333Z,173986996333300
"""jin @ Uk6-7jEsDG"" folds",2025-02-18T09:12:42.517Z,173986996251700
"""Cal @ 3HPoJiXasc"" bets 10.00",2025-02-18T09:12:41.576Z,173986996157600
"""jin @ Uk6-7jEsDG"" checks",2025-02-18T09:12:36.333Z,173986995633300
"Flop:  [9♠, A♥, Q♠]",2025-02-18T09:12:32.844Z,173986995284400
"""danyo @ PzfvjptKMt"" folds",2025-02-18T09:12:31.998Z,173986995199800
"""jin @ Uk6-7jEsDG"" calls 10.00",2025-02-18T09:12:27.398Z,173986994739800
"""jack @ Lo6f89i88q"" folds",2025-02-18T09:12:26.330Z,173986994633000
"""KY @ IWYeFfhEu_"" folds",2025-02-18T09:12:23.436Z,173986994343600
"""Rock @ 8Pd-BqyAXj"" folds",2025-02-18T09:12:22.481Z,173986994248100
"""Cal @ 3HPoJiXasc"" raises to 10.00",2025-02-18T09:12:18.336Z,173986993833600
"""danyo @ PzfvjptKMt"" calls 2.00",2025-02-18T09:12:14.880Z,173986993488000
"""jin @ Uk6-7jEsDG"" calls 2.00",2025-02-18T09:12:13.496Z,173986993349600
"""jack @ Lo6f89i88q"" calls 2.00",2025-02-18T09:12:12.246Z,173986993224600
"""KY @ IWYeFfhEu_"" raises to 2.00",2025-02-18T09:12:10.770Z,173986993077000
"""Eddy @ yNLyma14Bn"" folds",2025-02-18T09:12:07.471Z,173986992747100
"""Willy2 @ zUTu1IIkMQ"" folds",2025-02-18T09:12:06.521Z,173986992652100
"""Que @ GRZ2bZkObS"" folds",2025-02-18T09:12:05.552Z,173986992555200
"""Rock @ 8Pd-BqyAXj"" calls 0.50",2025-02-18T09:11:47.970Z,173986990797000
"""Cal @ 3HPoJiXasc"" calls 0.50",2025-02-18T09:11:47.016Z,173986990701600
"""danyo @ PzfvjptKMt"" posts a big blind of 0.50",2025-02-18T09:11:43.589Z,173986990358912
"""jin @ Uk6-7jEsDG"" posts a small blind of 0.25",2025-02-18T09:11:43.589Z,173986990358911
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (391.11) | #2 ""Cal @ 3HPoJiXasc"" (787.70) | #3 ""Rock @ 8Pd-BqyAXj"" (883.30) | #5 ""Que @ GRZ2bZkObS"" (503.38) | #6 ""Willy2 @ zUTu1IIkMQ"" (175.00) | #7 ""Eddy @ yNLyma14Bn"" (520.58) | #8 ""KY @ IWYeFfhEu_"" (214.26) | #9 ""jack @ Lo6f89i88q"" (294.30) | #10 ""jin @ Uk6-7jEsDG"" (180.37)",2025-02-18T09:11:43.589Z,173986990358901
"-- starting hand #104 (id: apbdidipezn5)  (No Limit Texas Hold'em) (dealer: ""jack @ Lo6f89i88q"") --",2025-02-18T09:11:43.589Z,173986990358900
"-- ending hand #103 --",2025-02-18T09:11:37.580Z,173986989758001
"""Cal @ 3HPoJiXasc"" collected 787.70 from pot with Two Pair, K's & 2's (combination: K♥, K♦, 2♣, 2♥, Q♥)",2025-02-18T09:11:37.580Z,173986989758000
"River: 2♣, J♦, 4♣, Q♥ [2♥]",2025-02-18T09:11:33.564Z,173986989356400
"Turn: 2♣, J♦, 4♣ [Q♥]",2025-02-18T09:11:29.507Z,173986988950700
"""jin @ Uk6-7jEsDG"" shows a J♥.",2025-02-18T09:11:25.499Z,173986988549901
"""Cal @ 3HPoJiXasc"" shows a K♥, K♦.",2025-02-18T09:11:25.499Z,173986988549900
"""jin @ Uk6-7jEsDG"" shows a 10♥.",2025-02-18T09:11:24.958Z,173986988495800
"Some players choose to not run it twice.",2025-02-18T09:11:24.660Z,173986988466001
"""Cal @ 3HPoJiXasc"" chooses to not run it twice.",2025-02-18T09:11:24.660Z,173986988466000
"Remaining players decide whether to run it twice.",2025-02-18T09:11:23.249Z,173986988324901
"""Cal @ 3HPoJiXasc"" calls 341.23 and go all in",2025-02-18T09:11:23.249Z,173986988324900
"""jin @ Uk6-7jEsDG"" raises to 341.23",2025-02-18T09:11:21.458Z,173986988145800
"""Willy2 @ zUTu1IIkMQ"" folds",2025-02-18T09:11:14.294Z,173986987429400
"""Rock @ 8Pd-BqyAXj"" folds",2025-02-18T09:11:13.292Z,173986987329200
"""Cal @ 3HPoJiXasc"" raises to 157.86",2025-02-18T09:11:11.912Z,173986987191200
"""jin @ Uk6-7jEsDG"" bets 52.62",2025-02-18T09:10:52.480Z,173986985248000
"Flop:  [2♣, J♦, 4♣]",2025-02-18T09:10:47.700Z,173986984770000
"""jin @ Uk6-7jEsDG"" calls 25.00",2025-02-18T09:10:46.889Z,173986984688900
"""Willy2 @ zUTu1IIkMQ"" calls 25.00",2025-02-18T09:10:45.554Z,173986984555400
"""Que @ GRZ2bZkObS"" folds",2025-02-18T09:10:42.725Z,173986984272500
"""Rock @ 8Pd-BqyAXj"" calls 25.00",2025-02-18T09:10:41.781Z,173986984178100
"""Cal @ 3HPoJiXasc"" raises to 25.00",2025-02-18T09:10:34.622Z,173986983462200
"""jin @ Uk6-7jEsDG"" calls 4.99",2025-02-18T09:10:28.186Z,173986982818600
"""jack @ Lo6f89i88q"" folds",2025-02-18T09:10:27.054Z,173986982705400
"""KY @ IWYeFfhEu_"" folds",2025-02-18T09:10:24.236Z,173986982423600
"""Eddy @ yNLyma14Bn"" folds",2025-02-18T09:10:23.160Z,173986982316000
"""Willy2 @ zUTu1IIkMQ"" calls 4.99",2025-02-18T09:10:19.712Z,173986981971200
"""Que @ GRZ2bZkObS"" calls 4.99",2025-02-18T09:10:18.706Z,173986981870600
"""Rock @ 8Pd-BqyAXj"" raises to 4.99",2025-02-18T09:10:16.540Z,173986981654000
"""Cal @ 3HPoJiXasc"" calls 0.50",2025-02-18T09:10:14.382Z,173986981438200
"""danyo @ PzfvjptKMt"" folds",2025-02-18T09:10:11.743Z,173986981174300
"""jin @ Uk6-7jEsDG"" posts a big blind of 0.50",2025-02-18T09:10:09.438Z,173986980943813
"""jack @ Lo6f89i88q"" posts a small blind of 0.25",2025-02-18T09:10:09.438Z,173986980943812
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (391.11) | #2 ""Cal @ 3HPoJiXasc"" (366.23) | #3 ""Rock @ 8Pd-BqyAXj"" (908.30) | #5 ""Que @ GRZ2bZkObS"" (508.37) | #6 ""Willy2 @ zUTu1IIkMQ"" (200.00) | #7 ""Eddy @ yNLyma14Bn"" (520.58) | #8 ""KY @ IWYeFfhEu_"" (214.26) | #9 ""jack @ Lo6f89i88q"" (294.55) | #10 ""jin @ Uk6-7jEsDG"" (546.60)",2025-02-18T09:10:09.438Z,173986980943802
"-- starting hand #103 (id: jq1cm6oaxxaj)  (No Limit Texas Hold'em) (dealer: ""KY @ IWYeFfhEu_"") --",2025-02-18T09:10:09.438Z,173986980943801
"The player ""Willy2 @ zUTu1IIkMQ"" joined the game with a stack of 200.00.",2025-02-18T09:10:09.438Z,173986980943800
"-- ending hand #102 --",2025-02-18T09:10:03.426Z,173986980342602
"""jin @ Uk6-7jEsDG"" collected 248.31 from pot with Two Pair, K's & Q's (combination: K♥, K♠, Q♠, Q♥, A♣)",2025-02-18T09:10:03.426Z,173986980342601
"""jin @ Uk6-7jEsDG"" shows a K♥, Q♠.",2025-02-18T09:10:03.426Z,173986980342600
"""Eddy @ yNLyma14Bn"" calls 82.77",2025-02-18T09:10:02.614Z,173986980261400
"""jin @ Uk6-7jEsDG"" bets 82.77",2025-02-18T09:09:58.711Z,173986979871100
"River: 2♦, A♣, K♠, Q♥ [6♥]",2025-02-18T09:09:56.754Z,173986979675400
"""Eddy @ yNLyma14Bn"" calls 24.83",2025-02-18T09:09:55.946Z,173986979594600
"""Rock @ 8Pd-BqyAXj"" folds",2025-02-18T09:09:53.727Z,173986979372700
"""jin @ Uk6-7jEsDG"" bets 24.83",2025-02-18T09:09:48.026Z,173986978802600
"Turn: 2♦, A♣, K♠ [Q♥]",2025-02-18T09:09:46.142Z,173986978614200
"""Eddy @ yNLyma14Bn"" calls 6.62",2025-02-18T09:09:45.314Z,173986978531400
"""Rock @ 8Pd-BqyAXj"" calls 6.62",2025-02-18T09:09:43.603Z,173986978360300
"""jin @ Uk6-7jEsDG"" bets 6.62",2025-02-18T09:09:41.928Z,173986978192800
"Flop:  [2♦, A♣, K♠]",2025-02-18T09:09:39.199Z,173986977919900
"""Que @ GRZ2bZkObS"" folds",2025-02-18T09:09:38.382Z,173986977838200
"""Rock @ 8Pd-BqyAXj"" calls 4.00",2025-02-18T09:09:17.553Z,173986975755300
"""jin @ Uk6-7jEsDG"" calls 4.00",2025-02-18T09:09:16.574Z,173986975657400
"""jack @ Lo6f89i88q"" folds",2025-02-18T09:09:15.482Z,173986975548200
"""KY @ IWYeFfhEu_"" folds",2025-02-18T09:09:13.069Z,173986975306900
"The admin approved the player ""Willy2 @ zUTu1IIkMQ"" participation with a stack of 200.00.",2025-02-18T09:09:10.644Z,173986975064400
"""Eddy @ yNLyma14Bn"" raises to 4.00",2025-02-18T09:09:10.359Z,173986975035900
"""Que @ GRZ2bZkObS"" calls 0.50",2025-02-18T09:09:06.129Z,173986974612900
"""Rock @ 8Pd-BqyAXj"" calls 0.50",2025-02-18T09:09:05.132Z,173986974513200
"""Cal @ 3HPoJiXasc"" folds",2025-02-18T09:09:04.096Z,173986974409600
"""danyo @ PzfvjptKMt"" folds",2025-02-18T09:09:03.174Z,173986974317400
"""jin @ Uk6-7jEsDG"" calls 0.50",2025-02-18T09:08:57.763Z,173986973776300
"The player ""Willy2 @ zUTu1IIkMQ"" requested a seat.",2025-02-18T09:08:57.548Z,173986973754800
"""jack @ Lo6f89i88q"" posts a big blind of 0.50",2025-02-18T09:08:56.751Z,173986973675111
"""KY @ IWYeFfhEu_"" posts a small blind of 0.25",2025-02-18T09:08:56.751Z,173986973675110
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (391.11) | #2 ""Cal @ 3HPoJiXasc"" (366.23) | #3 ""Rock @ 8Pd-BqyAXj"" (918.92) | #5 ""Que @ GRZ2bZkObS"" (508.87) | #7 ""Eddy @ yNLyma14Bn"" (638.80) | #8 ""KY @ IWYeFfhEu_"" (214.51) | #9 ""jack @ Lo6f89i88q"" (295.05) | #10 ""jin @ Uk6-7jEsDG"" (416.51)",2025-02-18T09:08:56.751Z,173986973675101
"-- starting hand #102 (id: a5aashgdrdtx)  (No Limit Texas Hold'em) (dealer: ""Eddy @ yNLyma14Bn"") --",2025-02-18T09:08:56.751Z,173986973675100
"""danyo @ PzfvjptKMt"" shows a 2♣, 7♥.",2025-02-18T09:08:53.219Z,173986973321900
"-- ending hand #101 --",2025-02-18T09:08:50.231Z,173986973023103
"""jin @ Uk6-7jEsDG"" shows a 9♥, K♥.",2025-02-18T09:08:50.231Z,173986973023102
"""Rock @ 8Pd-BqyAXj"" collected 248.41 from pot with Two Pair, A's & 8's (combination: A♠, A♥, 8♣, 8♥, K♣)",2025-02-18T09:08:50.231Z,173986973023101
"""Rock @ 8Pd-BqyAXj"" shows a Q♣, A♠.",2025-02-18T09:08:50.231Z,173986973023100
"""Rock @ 8Pd-BqyAXj"" calls 62.10",2025-02-18T09:08:49.420Z,173986972942000
"""jin @ Uk6-7jEsDG"" bets 62.10",2025-02-18T09:08:48.408Z,173986972840800
"River: 6♠, K♣, A♥, 8♣ [8♥]",2025-02-18T09:08:45.289Z,173986972528900
"""jin @ Uk6-7jEsDG"" calls 41.40",2025-02-18T09:08:44.447Z,173986972444700
"""Rock @ 8Pd-BqyAXj"" raises to 41.40",2025-02-18T09:08:42.979Z,173986972297900
"""jin @ Uk6-7jEsDG"" bets 20.70",2025-02-18T09:08:37.622Z,173986971762200
"Turn: 6♠, K♣, A♥ [8♣]",2025-02-18T09:08:34.911Z,173986971491100
"""jack @ Lo6f89i88q"" folds",2025-02-18T09:08:34.093Z,173986971409300
"""Rock @ 8Pd-BqyAXj"" calls 10.35",2025-02-18T09:08:32.024Z,173986971202400
"""Cal @ 3HPoJiXasc"" folds",2025-02-18T09:08:30.542Z,173986971054200
"""jin @ Uk6-7jEsDG"" bets 10.35",2025-02-18T09:08:29.331Z,173986970933100
"""jack @ Lo6f89i88q"" checks",2025-02-18T09:08:26.898Z,173986970689800
"Flop:  [6♠, K♣, A♥]",2025-02-18T09:08:23.812Z,173986970381200
"""Cal @ 3HPoJiXasc"" calls 4.99",2025-02-18T09:08:22.978Z,173986970297800
"""jin @ Uk6-7jEsDG"" calls 4.99",2025-02-18T09:08:21.612Z,173986970161200
"""jack @ Lo6f89i88q"" calls 4.99",2025-02-18T09:08:19.774Z,173986969977400
"""KY @ IWYeFfhEu_"" folds",2025-02-18T09:08:16.757Z,173986969675700
"""Eddy @ yNLyma14Bn"" folds",2025-02-18T09:08:14.183Z,173986969418300
"""Que @ GRZ2bZkObS"" folds",2025-02-18T09:08:11.269Z,173986969126900
"""Rock @ 8Pd-BqyAXj"" raises to 4.99",2025-02-18T09:08:10.262Z,173986969026200
"""Cal @ 3HPoJiXasc"" calls 1.00",2025-02-18T09:08:07.011Z,173986968701100
"""danyo @ PzfvjptKMt"" folds",2025-02-18T09:08:05.278Z,173986968527800
"""jin @ Uk6-7jEsDG"" calls 1.00",2025-02-18T09:08:04.207Z,173986968420700
"""jack @ Lo6f89i88q"" posts a straddle of 1.00",2025-02-18T09:08:03.030Z,173986968303012
"""KY @ IWYeFfhEu_"" posts a big blind of 0.50",2025-02-18T09:08:03.030Z,173986968303011
"""Eddy @ yNLyma14Bn"" posts a small blind of 0.25",2025-02-18T09:08:03.030Z,173986968303010
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (391.11) | #2 ""Cal @ 3HPoJiXasc"" (371.22) | #3 ""Rock @ 8Pd-BqyAXj"" (789.35) | #5 ""Que @ GRZ2bZkObS"" (508.87) | #7 ""Eddy @ yNLyma14Bn"" (639.05) | #8 ""KY @ IWYeFfhEu_"" (215.01) | #9 ""jack @ Lo6f89i88q"" (300.04) | #10 ""jin @ Uk6-7jEsDG"" (535.35)",2025-02-18T09:08:03.030Z,173986968303001
"-- starting hand #101 (id: 9i3ktfimisxj)  (No Limit Texas Hold'em) (dealer: ""Que @ GRZ2bZkObS"") --",2025-02-18T09:08:03.030Z,173986968303000
"-- ending hand #100 --",2025-02-18T09:07:57.092Z,173986967709202
"""jin @ Uk6-7jEsDG"" collected 62.20 from pot",2025-02-18T09:07:57.092Z,173986967709201
"Uncalled bet of 31.10 returned to ""jin @ Uk6-7jEsDG""",2025-02-18T09:07:57.092Z,173986967709200
"""jack @ Lo6f89i88q"" folds",2025-02-18T09:07:56.236Z,173986967623600
"""Rock @ 8Pd-BqyAXj"" folds",2025-02-18T09:07:34.992Z,173986965499200
"""Cal @ 3HPoJiXasc"" folds",2025-02-18T09:07:34.014Z,173986965401400
"""danyo @ PzfvjptKMt"" folds",2025-02-18T09:07:33.100Z,173986965310000
"""jin @ Uk6-7jEsDG"" raises to 44.10",2025-02-18T09:07:30.992Z,173986965099200
"""jack @ Lo6f89i88q"" bets 13.00",2025-02-18T09:07:27.894Z,173986964789400
"Flop:  [6♠, 9♦, 4♠]",2025-02-18T09:07:22.765Z,173986964276500
"""Cal @ 3HPoJiXasc"" calls 6.99",2025-02-18T09:07:21.910Z,173986964191000
"""danyo @ PzfvjptKMt"" calls 6.99",2025-02-18T09:07:20.900Z,173986964090000
"""jin @ Uk6-7jEsDG"" calls 6.99",2025-02-18T09:07:17.423Z,173986963742300
"""jack @ Lo6f89i88q"" calls 6.99",2025-02-18T09:07:16.286Z,173986963628600
"""KY @ IWYeFfhEu_"" folds",2025-02-18T09:07:09.569Z,173986962956900
"""Eddy @ yNLyma14Bn"" folds",2025-02-18T09:07:08.583Z,173986962858300
"""Que @ GRZ2bZkObS"" folds",2025-02-18T09:07:07.650Z,173986962765000
"""Rock @ 8Pd-BqyAXj"" raises to 6.99",2025-02-18T09:07:06.747Z,173986962674700
"""Cal @ 3HPoJiXasc"" calls 2.50",2025-02-18T09:07:01.065Z,173986962106500
"""danyo @ PzfvjptKMt"" raises to 2.50",2025-02-18T09:06:59.772Z,173986961977200
"""jin @ Uk6-7jEsDG"" calls 0.50",2025-02-18T09:06:44.948Z,173986960494800
"""jack @ Lo6f89i88q"" calls 0.50",2025-02-18T09:06:43.112Z,173986960311200
"""KY @ IWYeFfhEu_"" calls 0.50",2025-02-18T09:06:40.289Z,173986960028900
"""Eddy @ yNLyma14Bn"" posts a big blind of 0.50",2025-02-18T09:06:37.924Z,173986959792412
"""Que @ GRZ2bZkObS"" posts a small blind of 0.25",2025-02-18T09:06:37.924Z,173986959792411
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (398.10) | #2 ""Cal @ 3HPoJiXasc"" (378.21) | #3 ""Rock @ 8Pd-BqyAXj"" (796.34) | #5 ""Que @ GRZ2bZkObS"" (509.12) | #7 ""Eddy @ yNLyma14Bn"" (639.55) | #8 ""KY @ IWYeFfhEu_"" (215.51) | #9 ""jack @ Lo6f89i88q"" (320.03) | #10 ""jin @ Uk6-7jEsDG"" (493.14)",2025-02-18T09:06:37.924Z,173986959792402
"-- starting hand #100 (id: aasmvmmnryrw)  (No Limit Texas Hold'em) (dealer: ""Rock @ 8Pd-BqyAXj"") --",2025-02-18T09:06:37.924Z,173986959792401
"The player ""Willy2 @ zUTu1IIkMQ"" quits the game with a stack of 0.00.",2025-02-18T09:06:37.924Z,173986959792400
"""Cal @ 3HPoJiXasc"" shows a 9♠.",2025-02-18T09:06:36.310Z,173986959631000
"""Eddy @ yNLyma14Bn"" shows a 3♥, 3♦.",2025-02-18T09:06:31.453Z,173986959145300
"-- ending hand #99 --",2025-02-18T09:06:30.911Z,173986959091101
"""jack @ Lo6f89i88q"" collected 195.28 from pot with Pair, 10's (combination: 10♥, 10♠, Q♥, J♥, 9♣)",2025-02-18T09:06:30.911Z,173986959091100
"River: 3♣, J♥, 9♣, Q♥ [7♠]",2025-02-18T09:06:26.907Z,173986958690700
"Turn: 3♣, J♥, 9♣ [Q♥]",2025-02-18T09:06:22.900Z,173986958290000
"""jack @ Lo6f89i88q"" shows a 10♥, 10♠.",2025-02-18T09:06:18.873Z,173986957887301
"""Willy2 @ zUTu1IIkMQ"" shows a 4♦, 9♦.",2025-02-18T09:06:18.873Z,173986957887300
"Some players choose to not run it twice.",2025-02-18T09:06:18.058Z,173986957805801
"""Willy2 @ zUTu1IIkMQ"" chooses to not run it twice.",2025-02-18T09:06:18.058Z,173986957805800
"Remaining players decide whether to run it twice.",2025-02-18T09:06:16.722Z,173986957672201
"""Willy2 @ zUTu1IIkMQ"" calls 62.39 and go all in",2025-02-18T09:06:16.722Z,173986957672200
"""jack @ Lo6f89i88q"" bets 62.39",2025-02-18T09:06:15.101Z,173986957510100
"""Willy2 @ zUTu1IIkMQ"" checks",2025-02-18T09:06:12.871Z,173986957287100
"Flop:  [3♣, J♥, 9♣]",2025-02-18T09:06:09.692Z,173986956969200
"""Eddy @ yNLyma14Bn"" folds",2025-02-18T09:06:08.853Z,173986956885300
"""Willy2 @ zUTu1IIkMQ"" calls 30.00",2025-02-18T09:06:07.859Z,173986956785900
"""Rock @ 8Pd-BqyAXj"" folds",2025-02-18T09:06:06.466Z,173986956646600
"""Cal @ 3HPoJiXasc"" folds",2025-02-18T09:06:05.501Z,173986956550100
"""jin @ Uk6-7jEsDG"" folds",2025-02-18T09:06:04.235Z,173986956423500
"""jack @ Lo6f89i88q"" raises to 30.00",2025-02-18T09:06:02.689Z,173986956268900
"""KY @ IWYeFfhEu_"" folds",2025-02-18T09:05:55.442Z,173986955544200
"""Eddy @ yNLyma14Bn"" calls 6.00",2025-02-18T09:05:54.017Z,173986955401700
"""Willy2 @ zUTu1IIkMQ"" raises to 6.00",2025-02-18T09:05:51.771Z,173986955177100
"""Que @ GRZ2bZkObS"" folds",2025-02-18T09:05:39.544Z,173986953954400
"""Rock @ 8Pd-BqyAXj"" calls 1.00",2025-02-18T09:05:38.538Z,173986953853800
"""Cal @ 3HPoJiXasc"" calls 1.00",2025-02-18T09:05:36.900Z,173986953690000
"""danyo @ PzfvjptKMt"" folds",2025-02-18T09:05:35.979Z,173986953597900
"""jin @ Uk6-7jEsDG"" calls 1.00",2025-02-18T09:05:30.365Z,173986953036500
"""jack @ Lo6f89i88q"" calls 1.00",2025-02-18T09:05:29.042Z,173986952904200
"""KY @ IWYeFfhEu_"" calls 1.00",2025-02-18T09:05:27.419Z,173986952741900
"""Eddy @ yNLyma14Bn"" calls 1.00",2025-02-18T09:05:25.402Z,173986952540200
"""Willy2 @ zUTu1IIkMQ"" posts a straddle of 1.00",2025-02-18T09:05:22.709Z,173986952270913
"""Que @ GRZ2bZkObS"" posts a big blind of 0.50",2025-02-18T09:05:22.709Z,173986952270912
"""Rock @ 8Pd-BqyAXj"" posts a small blind of 0.25",2025-02-18T09:05:22.709Z,173986952270911
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (398.10) | #2 ""Cal @ 3HPoJiXasc"" (379.21) | #3 ""Rock @ 8Pd-BqyAXj"" (797.34) | #5 ""Que @ GRZ2bZkObS"" (509.62) | #6 ""Willy2 @ zUTu1IIkMQ"" (92.39) | #7 ""Eddy @ yNLyma14Bn"" (645.55) | #8 ""KY @ IWYeFfhEu_"" (216.51) | #9 ""jack @ Lo6f89i88q"" (217.14) | #10 ""jin @ Uk6-7jEsDG"" (494.14)",2025-02-18T09:05:22.709Z,173986952270901
"-- starting hand #99 (id: 1jczgkhlmqub)  (No Limit Texas Hold'em) (dealer: ""Cal @ 3HPoJiXasc"") --",2025-02-18T09:05:22.709Z,173986952270900
"-- ending hand #98 --",2025-02-18T09:05:16.701Z,173986951670104
"""Willy2 @ zUTu1IIkMQ"" shows a A♦, 10♠.",2025-02-18T09:05:16.701Z,173986951670103
"""Que @ GRZ2bZkObS"" collected 509.62 from pot with Two Pair, 9's & 8's (combination: 9♦, 9♥, 8♣, 8♠, A♠)",2025-02-18T09:05:16.701Z,173986951670102
"""Que @ GRZ2bZkObS"" shows a 8♣, 9♦.",2025-02-18T09:05:16.701Z,173986951670101
"Uncalled bet of 92.39 returned to ""Willy2 @ zUTu1IIkMQ""",2025-02-18T09:05:16.701Z,173986951670100
"""Que @ GRZ2bZkObS"" calls 141.18 and go all in",2025-02-18T09:05:15.877Z,173986951587700
"""jin @ Uk6-7jEsDG"" folds",2025-02-18T09:05:14.840Z,173986951484000
"""Willy2 @ zUTu1IIkMQ"" raises to 233.57 and go all in",2025-02-18T09:05:13.520Z,173986951352000
"""Que @ GRZ2bZkObS"" bets 113.63",2025-02-18T09:05:06.070Z,173986950607000
"River: K♦, 9♥, 8♠, A♠ [Q♥]",2025-02-18T09:04:58.931Z,173986949893100
"""Rock @ 8Pd-BqyAXj"" folds",2025-02-18T09:04:58.067Z,173986949806700
"""jin @ Uk6-7jEsDG"" calls 45.45",2025-02-18T09:04:54.223Z,173986949422300
"""Willy2 @ zUTu1IIkMQ"" calls 45.45",2025-02-18T09:04:52.852Z,173986949285200
"""Que @ GRZ2bZkObS"" bets 45.45",2025-02-18T09:04:50.362Z,173986949036200
"""Rock @ 8Pd-BqyAXj"" checks",2025-02-18T09:04:46.692Z,173986948669200
"Turn: K♦, 9♥, 8♠ [A♠]",2025-02-18T09:04:43.585Z,173986948358500
"""Cal @ 3HPoJiXasc"" folds",2025-02-18T09:04:42.779Z,173986948277900
"""jin @ Uk6-7jEsDG"" calls 13.99",2025-02-18T09:04:41.475Z,173986948147500
"""Willy2 @ zUTu1IIkMQ"" calls 13.99",2025-02-18T09:04:40.137Z,173986948013700
"""Que @ GRZ2bZkObS"" calls 13.99",2025-02-18T09:04:38.262Z,173986947826200
"""Rock @ 8Pd-BqyAXj"" bets 13.99",2025-02-18T09:04:35.254Z,173986947525400
"""Cal @ 3HPoJiXasc"" checks",2025-02-18T09:04:28.725Z,173986946872500
"Flop:  [K♦, 9♥, 8♠]",2025-02-18T09:04:26.958Z,173986946695800
"""Cal @ 3HPoJiXasc"" calls 6.99",2025-02-18T09:04:26.154Z,173986946615400
"""jin @ Uk6-7jEsDG"" calls 6.99",2025-02-18T09:04:24.924Z,173986946492400
"""Willy2 @ zUTu1IIkMQ"" calls 6.99",2025-02-18T09:04:22.924Z,173986946292400
"""Que @ GRZ2bZkObS"" calls 6.99",2025-02-18T09:04:20.466Z,173986946046600
"""Rock @ 8Pd-BqyAXj"" raises to 6.99",2025-02-18T09:04:18.900Z,173986945890000
"""Cal @ 3HPoJiXasc"" calls 3.00",2025-02-18T09:04:16.158Z,173986945615800
"""danyo @ PzfvjptKMt"" folds",2025-02-18T09:04:14.827Z,173986945482700
"""jin @ Uk6-7jEsDG"" calls 3.00",2025-02-18T09:04:09.483Z,173986944948300
"""jack @ Lo6f89i88q"" folds",2025-02-18T09:04:08.283Z,173986944828300
"""KY @ IWYeFfhEu_"" folds",2025-02-18T09:04:07.191Z,173986944719100
"""Eddy @ yNLyma14Bn"" folds",2025-02-18T09:04:06.196Z,173986944619600
"""Willy2 @ zUTu1IIkMQ"" raises to 3.00",2025-02-18T09:04:05.230Z,173986944523000
"""Que @ GRZ2bZkObS"" calls 0.50",2025-02-18T09:03:58.528Z,173986943852800
"""Rock @ 8Pd-BqyAXj"" posts a big blind of 0.50",2025-02-18T09:03:57.480Z,173986943748012
"""Cal @ 3HPoJiXasc"" posts a small blind of 0.25",2025-02-18T09:03:57.480Z,173986943748011
"Player stacks: #1 ""danyo @ PzfvjptKMt"" (398.10) | #2 ""Cal @ 3HPoJiXasc"" (386.20) | #3 ""Rock @ 8Pd-BqyAXj"" (818.32) | #5 ""Que @ GRZ2bZkObS"" (207.61) | #6 ""Willy2 @ zUTu1IIkMQ"" (300.00) | #7 ""Eddy @ yNLyma14Bn"" (645.55) | #8 ""KY @ IWYeFfhEu_"" (216.51) | #9 ""jack @ Lo6f89i88q"" (217.14) | #10 ""jin @ Uk6-7jEsDG"" (560.57)",2025-02-18T09:03:57.480Z,173986943748001
"-- starting hand #98 (id: 8vgqx8i80dax)  (No Limit Texas Hold'em) (dealer: ""danyo @ PzfvjptKMt"") --",2025-02-18T09:03:57.480Z,173986943748000
